person,Year,party_short,ethnicity,sex,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,Bloomberg_Donations,Citadel_Donations,Bloomberg_donations_lagMinus1,Citadel_donations_lagMinus1
250,2012,D,black,female,0.25,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.0,0.0,0.0,0.0
250,2014,D,black,female,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
250,2016,D,black,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
250,2018,D,black,female,0.5,0.75,1.0,1.0,1.0,0.0,0.0,,
251,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
251,2014,R,white,male,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
251,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
251,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
252,2012,D,black,male,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
252,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.75,0.0,0.0,0.0,0.0
252,2016,D,black,male,0.6,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
252,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
253,2012,D,hispanic,male,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
253,2014,D,hispanic,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
253,2016,D,hispanic,male,0.6,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
253,2018,D,hispanic,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
254,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
254,2014,D,white,male,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
254,2016,D,white,male,0.4,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
254,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
255,2012,R,white,male,1.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
255,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
255,2016,R,white,male,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
255,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
256,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
256,2014,R,white,male,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
256,2016,R,white,male,0.4,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
256,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
257,2012,D,white,male,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
257,2014,D,white,male,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
257,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
257,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
258,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
259,2012,D,asian,male,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
259,2014,D,asian,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
259,2016,D,asian,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
259,2018,D,asian,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
260,2012,R,white,male,0.5,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
260,2014,R,white,male,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
260,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
260,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
261,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,751.0
261,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,751.0,751.0,6.0,6.0
261,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,
262,2012,D,white,female,0.25,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
262,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0
262,2016,D,white,female,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
262,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
263,2012,D,white,male,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
263,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0
263,2016,D,white,male,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
263,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
264,2012,R,hispanic,female,0.75,0.3333333333333333,1.0,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
264,2014,R,hispanic,female,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
264,2016,R,hispanic,female,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
264,2018,R,hispanic,female,0.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
265,2012,0,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2014,0,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2016,0,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2018,0,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
266,2012,D,white,male,0.5,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
266,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0
266,2016,D,white,male,0.8,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
266,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
267,2012,D,white,male,0.0,0.16666666666666666,0.0,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
267,2014,D,white,male,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
267,2016,D,white,male,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
267,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
268,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
269,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
269,2014,R,white,male,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
269,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
269,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
270,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
270,2014,D,white,male,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
270,2016,D,white,male,0.6,0.42857142857142855,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0
270,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
271,2012,D,white,male,0.5,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
271,2014,D,white,male,0.3333333333333333,1.0,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
271,2016,D,white,male,0.2,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
271,2018,D,white,male,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,,
272,2012,D,black,female,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
272,2014,D,black,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
272,2016,D,black,female,0.4,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
272,2018,D,black,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
273,2012,R,white,male,0.25,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
273,2014,R,white,male,0.6666666666666666,0.6,0.6666666666666666,0.6,1.0,0.0,0.0,0.0,0.0
273,2016,R,white,male,0.4,0.7142857142857143,0.7777777777777778,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
273,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
274,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
274,2014,R,white,male,0.3333333333333333,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
274,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
274,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
275,2012,R,white,male,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
275,2014,R,white,male,0.0,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
275,2016,R,white,male,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
275,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
276,2012,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2014,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2016,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2018,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
277,2012,0,islander,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2014,0,islander,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2016,0,islander,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2018,0,islander,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
